$id,event,talent
57,"900231*6,900232*6,900233*6,900234*6,900235*6,900236*6,900237*6,900238*6,900239*6,900240*6,900241*6,900242*6,900243*6,900244*6,900245*6,900246*6,900247*6,900248*6,900249*6,900250*6,900251*6,900252*6,900253*6,900254*6,900255*6,900256*6,900257*6,900258*6,900259*6,900260*6,900261*6,900262*6,900263*6,900264*6,900265*6,900266*6,900267*6,900268*6,900269*6,900270*6,900271*6,900272*6,900273*6,900274*6,900275*6,900276*6,900277*6,900278*6,900279*6,900280*6,900291*8,900292*8,900293*8,900294*8,900295*8,900296*8,900297*8,900298*8,900299*8,900300*8,900324*8,900325*8,900326*8,900327*8,900328*8,900329*8,900330*8,900331*8,900332*8,900333*8,900334*8,900335*8,900336*8,900337*8,900338*8,900339*8,900340*8,900341*8,900342*8,900343*8,900344*8,900345*8,900361*6,900362*6,900363*6,900364*6,900365*6,900366*6,900367*6,900368*6,900369*6,900370*6,900371*6,900372*6,900373*6,900374*6,900375*6,900376*6,900377*6,900378*6,900379*6,900380*6,900381*6,900382*6,900383*6,900384*6,900385*6,900386*6,900387*6,900388*6,900389*6,900390*6,900451*5,900452*5,900453*5,900454*5,900455*5,900456*5,900457*5,900458*5,900459*5,900460*5,900461*5,900462*5,900463*5,900464*5,900465*5,900466*5,900467*5,900468*5,900469*5,900470*5,900471*5,900472*5,900473*5,900474*5,900475*5,900476*5,900477*5,900478*5,900479*5,900480*5",
58,"900231*6,900232*6,900233*6,900234*6,900235*6,900236*6,900237*6,900238*6,900239*6,900240*6,900241*6,900242*6,900243*6,900244*6,900245*6,900246*6,900247*6,900248*6,900249*6,900250*6,900251*6,900252*6,900253*6,900254*6,900255*6,900256*6,900257*6,900258*6,900259*6,900260*6,900261*6,900262*6,900263*6,900264*6,900265*6,900266*6,900267*6,900268*6,900269*6,900270*6,900271*6,900272*6,900273*6,900274*6,900275*6,900276*6,900277*6,900278*6,900279*6,900280*6,900291*8,900292*8,900293*8,900294*8,900295*8,900296*8,900297*8,900298*8,900299*8,900300*8,900324*8,900325*8,900326*8,900327*8,900328*8,900329*8,900330*8,900331*8,900332*8,900333*8,900334*8,900335*8,900336*8,900337*8,900338*8,900339*8,900340*8,900341*8,900342*8,900343*8,900344*8,900345*8,900361*6,900362*6,900363*6,900364*6,900365*6,900366*6,900367*6,900368*6,900369*6,900370*6,900371*6,900372*6,900373*6,900374*6,900375*6,900376*6,900377*6,900378*6,900379*6,900380*6,900381*6,900382*6,900383*6,900384*6,900385*6,900386*6,900387*6,900388*6,900389*6,900390*6,900451*5,900452*5,900453*5,900454*5,900455*5,900456*5,900457*5,900458*5,900459*5,900460*5,900461*5,900462*5,900463*5,900464*5,900465*5,900466*5,900467*5,900468*5,900469*5,900470*5,900471*5,900472*5,900473*5,900474*5,900475*5,900476*5,900477*5,900478*5,900479*5,900480*5",
59,"900231*6,900232*6,900233*6,900234*6,900235*6,900236*6,900237*6,900238*6,900239*6,900240*6,900241*6,900242*6,900243*6,900244*6,900245*6,900246*6,900247*6,900248*6,900249*6,900250*6,900251*6,900252*6,900253*6,900254*6,900255*6,900256*6,900257*6,900258*6,900259*6,900260*6,900261*6,900262*6,900263*6,900264*6,900265*6,900266*6,900267*6,900268*6,900269*6,900270*6,900271*6,900272*6,900273*6,900274*6,900275*6,900276*6,900277*6,900278*6,900279*6,900280*6,900291*8,900292*8,900293*8,900294*8,900295*8,900296*8,900297*8,900298*8,900299*8,900300*8,900324*8,900325*8,900326*8,900327*8,900328*8,900329*8,900330*8,900331*8,900332*8,900333*8,900334*8,900335*8,900336*8,900337*8,900338*8,900339*8,900340*8,900341*8,900342*8,900343*8,900344*8,900345*8,900361*6,900362*6,900363*6,900364*6,900365*6,900366*6,900367*6,900368*6,900369*6,900370*6,900371*6,900372*6,900373*6,900374*6,900375*6,900376*6,900377*6,900378*6,900379*6,900380*6,900381*6,900382*6,900383*6,900384*6,900385*6,900386*6,900387*6,900388*6,900389*6,900390*6,900451*5,900452*5,900453*5,900454*5,900455*5,900456*5,900457*5,900458*5,900459*5,900460*5,900461*5,900462*5,900463*5,900464*5,900465*5,900466*5,900467*5,900468*5,900469*5,900470*5,900471*5,900472*5,900473*5,900474*5,900475*5,900476*5,900477*5,900478*5,900479*5,900480*5",
60,"900231*6,900232*6,900233*6,900234*6,900235*6,900236*6,900237*6,900238*6,900239*6,900240*6,900241*6,900242*6,900243*6,900244*6,900245*6,900246*6,900247*6,900248*6,900249*6,900250*6,900251*6,900252*6,900253*6,900254*6,900255*6,900256*6,900257*6,900258*6,900259*6,900260*6,900261*6,900262*6,900263*6,900264*6,900265*6,900266*6,900267*6,900268*6,900269*6,900270*6,900271*6,900272*6,900273*6,900274*6,900275*6,900276*6,900277*6,900278*6,900279*6,900280*6,900291*8,900292*8,900293*8,900294*8,900295*8,900296*8,900297*8,900298*8,900299*8,900300*8,900324*8,900325*8,900326*8,900327*8,900328*8,900329*8,900330*8,900331*8,900332*8,900333*8,900334*8,900335*8,900336*8,900337*8,900338*8,900339*8,900340*8,900341*8,900342*8,900343*8,900344*8,900345*8,900361*6,900362*6,900363*6,900364*6,900365*6,900366*6,900367*6,900368*6,900369*6,900370*6,900371*6,900372*6,900373*6,900374*6,900375*6,900376*6,900377*6,900378*6,900379*6,900380*6,900381*6,900382*6,900383*6,900384*6,900385*6,900386*6,900387*6,900388*6,900389*6,900390*6,900451*5,900452*5,900453*5,900454*5,900455*5,900456*5,900457*5,900458*5,900459*5,900460*5,900461*5,900462*5,900463*5,900464*5,900465*5,900466*5,900467*5,900468*5,900469*5,900470*5,900471*5,900472*5,900473*5,900474*5,900475*5,900476*5,900477*5,900478*5,900479*5,900480*5",
61,"900231*6,900232*6,900233*6,900234*6,900235*6,900236*6,900237*6,900238*6,900239*6,900240*6,900241*6,900242*6,900243*6,900244*6,900245*6,900246*6,900247*6,900248*6,900249*6,900250*6,900251*6,900252*6,900253*6,900254*6,900255*6,900256*6,900257*6,900258*6,900259*6,900260*6,900261*6,900262*6,900263*6,900264*6,900265*6,900266*6,900267*6,900268*6,900269*6,900270*6,900271*6,900272*6,900273*6,900274*6,900275*6,900276*6,900277*6,900278*6,900279*6,900280*6,900291*8,900292*8,900293*8,900294*8,900295*8,900296*8,900297*8,900298*8,900299*8,900300*8,900324*8,900325*8,900326*8,900327*8,900328*8,900329*8,900330*8,900331*8,900332*8,900333*8,900334*8,900335*8,900336*8,900337*8,900338*8,900339*8,900340*8,900341*8,900342*8,900343*8,900344*8,900345*8,900361*6,900362*6,900363*6,900364*6,900365*6,900366*6,900367*6,900368*6,900369*6,900370*6,900371*6,900372*6,900373*6,900374*6,900375*6,900376*6,900377*6,900378*6,900379*6,900380*6,900381*6,900382*6,900383*6,900384*6,900385*6,900386*6,900387*6,900388*6,900389*6,900390*6,900451*5,900452*5,900453*5,900454*5,900455*5,900456*5,900457*5,900458*5,900459*5,900460*5,900461*5,900462*5,900463*5,900464*5,900465*5,900466*5,900467*5,900468*5,900469*5,900470*5,900471*5,900472*5,900473*5,900474*5,900475*5,900476*5,900477*5,900478*5,900479*5,900480*5",
62,"900231*6,900232*6,900233*6,900234*6,900235*6,900236*6,900237*6,900238*6,900239*6,900240*6,900241*6,900242*6,900243*6,900244*6,900245*6,900246*6,900247*6,900248*6,900249*6,900250*6,900251*6,900252*6,900253*6,900254*6,900255*6,900256*6,900257*6,900258*6,900259*6,900260*6,900261*6,900262*6,900263*6,900264*6,900265*6,900266*6,900267*6,900268*6,900269*6,900270*6,900271*6,900272*6,900273*6,900274*6,900275*6,900276*6,900277*6,900278*6,900279*6,900280*6,900291*8,900292*8,900293*8,900294*8,900295*8,900296*8,900297*8,900298*8,900299*8,900300*8,900324*8,900325*8,900326*8,900327*8,900328*8,900329*8,900330*8,900331*8,900332*8,900333*8,900334*8,900335*8,900336*8,900337*8,900338*8,900339*8,900340*8,900341*8,900342*8,900343*8,900344*8,900345*8,900361*6,900362*6,900363*6,900364*6,900365*6,900366*6,900367*6,900368*6,900369*6,900370*6,900371*6,900372*6,900373*6,900374*6,900375*6,900376*6,900377*6,900378*6,900379*6,900380*6,900381*6,900382*6,900383*6,900384*6,900385*6,900386*6,900387*6,900388*6,900389*6,900390*6,900451*5,900452*5,900453*5,900454*5,900455*5,900456*5,900457*5,900458*5,900459*5,900460*5,900461*5,900462*5,900463*5,900464*5,900465*5,900466*5,900467*5,900468*5,900469*5,900470*5,900471*5,900472*5,900473*5,900474*5,900475*5,900476*5,900477*5,900478*5,900479*5,900480*5",
63,"900231*6,900232*6,900233*6,900234*6,900235*6,900236*6,900237*6,900238*6,900239*6,900240*6,900241*6,900242*6,900243*6,900244*6,900245*6,900246*6,900247*6,900248*6,900249*6,900250*6,900251*6,900252*6,900253*6,900254*6,900255*6,900256*6,900257*6,900258*6,900259*6,900260*6,900261*6,900262*6,900263*6,900264*6,900265*6,900266*6,900267*6,900268*6,900269*6,900270*6,900271*6,900272*6,900273*6,900274*6,900275*6,900276*6,900277*6,900278*6,900279*6,900280*6,900291*8,900292*8,900293*8,900294*8,900295*8,900296*8,900297*8,900298*8,900299*8,900300*8,900324*8,900325*8,900326*8,900327*8,900328*8,900329*8,900330*8,900331*8,900332*8,900333*8,900334*8,900335*8,900336*8,900337*8,900338*8,900339*8,900340*8,900341*8,900342*8,900343*8,900344*8,900345*8,900361*6,900362*6,900363*6,900364*6,900365*6,900366*6,900367*6,900368*6,900369*6,900370*6,900371*6,900372*6,900373*6,900374*6,900375*6,900376*6,900377*6,900378*6,900379*6,900380*6,900381*6,900382*6,900383*6,900384*6,900385*6,900386*6,900387*6,900388*6,900389*6,900390*6,900451*5,900452*5,900453*5,900454*5,900455*5,900456*5,900457*5,900458*5,900459*5,900460*5,900461*5,900462*5,900463*5,900464*5,900465*5,900466*5,900467*5,900468*5,900469*5,900470*5,900471*5,900472*5,900473*5,900474*5,900475*5,900476*5,900477*5,900478*5,900479*5,900480*5",
64,"900231*6,900232*6,900233*6,900234*6,900235*6,900236*6,900237*6,900238*6,900239*6,900240*6,900241*6,900242*6,900243*6,900244*6,900245*6,900246*6,900247*6,900248*6,900249*6,900250*6,900251*6,900252*6,900253*6,900254*6,900255*6,900256*6,900257*6,900258*6,900259*6,900260*6,900261*6,900262*6,900263*6,900264*6,900265*6,900266*6,900267*6,900268*6,900269*6,900270*6,900271*6,900272*6,900273*6,900274*6,900275*6,900276*6,900277*6,900278*6,900279*6,900280*6,900291*8,900292*8,900293*8,900294*8,900295*8,900296*8,900297*8,900298*8,900299*8,900300*8,900324*8,900325*8,900326*8,900327*8,900328*8,900329*8,900330*8,900331*8,900332*8,900333*8,900334*8,900335*8,900336*8,900337*8,900338*8,900339*8,900340*8,900341*8,900342*8,900343*8,900344*8,900345*8,900361*6,900362*6,900363*6,900364*6,900365*6,900366*6,900367*6,900368*6,900369*6,900370*6,900371*6,900372*6,900373*6,900374*6,900375*6,900376*6,900377*6,900378*6,900379*6,900380*6,900381*6,900382*6,900383*6,900384*6,900385*6,900386*6,900387*6,900388*6,900389*6,900390*6,900451*5,900452*5,900453*5,900454*5,900455*5,900456*5,900457*5,900458*5,900459*5,900460*5,900461*5,900462*5,900463*5,900464*5,900465*5,900466*5,900467*5,900468*5,900469*5,900470*5,900471*5,900472*5,900473*5,900474*5,900475*5,900476*5,900477*5,900478*5,900479*5,900480*5",
65,"900231*6,900232*6,900233*6,900234*6,900235*6,900236*6,900237*6,900238*6,900239*6,900240*6,900241*6,900242*6,900243*6,900244*6,900245*6,900246*6,900247*6,900248*6,900249*6,900250*6,900251*6,900252*6,900253*6,900254*6,900255*6,900256*6,900257*6,900258*6,900259*6,900260*6,900261*6,900262*6,900263*6,900264*6,900265*6,900266*6,900267*6,900268*6,900269*6,900270*6,900271*6,900272*6,900273*6,900274*6,900275*6,900276*6,900277*6,900278*6,900279*6,900280*6,900291*8,900292*8,900293*8,900294*8,900295*8,900296*8,900297*8,900298*8,900299*8,900300*8,900324*8,900325*8,900326*8,900327*8,900328*8,900329*8,900330*8,900331*8,900332*8,900333*8,900334*8,900335*8,900336*8,900337*8,900338*8,900339*8,900340*8,900341*8,900342*8,900343*8,900344*8,900345*8,900361*6,900362*6,900363*6,900364*6,900365*6,900366*6,900367*6,900368*6,900369*6,900370*6,900371*6,900372*6,900373*6,900374*6,900375*6,900376*6,900377*6,900378*6,900379*6,900380*6,900381*6,900382*6,900383*6,900384*6,900385*6,900386*6,900387*6,900388*6,900389*6,900390*6,900451*5,900452*5,900453*5,900454*5,900455*5,900456*5,900457*5,900458*5,900459*5,900460*5,900461*5,900462*5,900463*5,900464*5,900465*5,900466*5,900467*5,900468*5,900469*5,900470*5,900471*5,900472*5,900473*5,900474*5,900475*5,900476*5,900477*5,900478*5,900479*5,900480*5",
66,"900231*6,900232*6,900233*6,900234*6,900235*6,900236*6,900237*6,900238*6,900239*6,900240*6,900241*6,900242*6,900243*6,900244*6,900245*6,900246*6,900247*6,900248*6,900249*6,900250*6,900251*6,900252*6,900253*6,900254*6,900255*6,900256*6,900257*6,900258*6,900259*6,900260*6,900261*6,900262*6,900263*6,900264*6,900265*6,900266*6,900267*6,900268*6,900269*6,900270*6,900271*6,900272*6,900273*6,900274*6,900275*6,900276*6,900277*6,900278*6,900279*6,900280*6,900291*8,900292*8,900293*8,900294*8,900295*8,900296*8,900297*8,900298*8,900299*8,900300*8,900324*8,900325*8,900326*8,900327*8,900328*8,900329*8,900330*8,900331*8,900332*8,900333*8,900334*8,900335*8,900336*8,900337*8,900338*8,900339*8,900340*8,900341*8,900342*8,900343*8,900344*8,900345*8,900361*6,900362*6,900363*6,900364*6,900365*6,900366*6,900367*6,900368*6,900369*6,900370*6,900371*6,900372*6,900373*6,900374*6,900375*6,900376*6,900377*6,900378*6,900379*6,900380*6,900381*6,900382*6,900383*6,900384*6,900385*6,900386*6,900387*6,900388*6,900389*6,900390*6,900451*5,900452*5,900453*5,900454*5,900455*5,900456*5,900457*5,900458*5,900459*5,900460*5,900461*5,900462*5,900463*5,900464*5,900465*5,900466*5,900467*5,900468*5,900469*5,900470*5,900471*5,900472*5,900473*5,900474*5,900475*5,900476*5,900477*5,900478*5,900479*5,900480*5",
67,"900231*6,900232*6,900233*6,900234*6,900235*6,900236*6,900237*6,900238*6,900239*6,900240*6,900241*6,900242*6,900243*6,900244*6,900245*6,900246*6,900247*6,900248*6,900249*6,900250*6,900251*6,900252*6,900253*6,900254*6,900255*6,900256*6,900257*6,900258*6,900259*6,900260*6,900261*6,900262*6,900263*6,900264*6,900265*6,900266*6,900267*6,900268*6,900269*6,900270*6,900271*6,900272*6,900273*6,900274*6,900275*6,900276*6,900277*6,900278*6,900279*6,900280*6,900291*8,900292*8,900293*8,900294*8,900295*8,900296*8,900297*8,900298*8,900299*8,900300*8,900324*8,900325*8,900326*8,900327*8,900328*8,900329*8,900330*8,900331*8,900332*8,900333*8,900334*8,900335*8,900336*8,900337*8,900338*8,900339*8,900340*8,900341*8,900342*8,900343*8,900344*8,900345*8,900361*6,900362*6,900363*6,900364*6,900365*6,900366*6,900367*6,900368*6,900369*6,900370*6,900371*6,900372*6,900373*6,900374*6,900375*6,900376*6,900377*6,900378*6,900379*6,900380*6,900381*6,900382*6,900383*6,900384*6,900385*6,900386*6,900387*6,900388*6,900389*6,900390*6,900451*5,900452*5,900453*5,900454*5,900455*5,900456*5,900457*5,900458*5,900459*5,900460*5,900461*5,900462*5,900463*5,900464*5,900465*5,900466*5,900467*5,900468*5,900469*5,900470*5,900471*5,900472*5,900473*5,900474*5,900475*5,900476*5,900477*5,900478*5,900479*5,900480*5",
68,"900231*6,900232*6,900233*6,900234*6,900235*6,900236*6,900237*6,900238*6,900239*6,900240*6,900241*6,900242*6,900243*6,900244*6,900245*6,900246*6,900247*6,900248*6,900249*6,900250*6,900251*6,900252*6,900253*6,900254*6,900255*6,900256*6,900257*6,900258*6,900259*6,900260*6,900261*6,900262*6,900263*6,900264*6,900265*6,900266*6,900267*6,900268*6,900269*6,900270*6,900271*6,900272*6,900273*6,900274*6,900275*6,900276*6,900277*6,900278*6,900279*6,900280*6,900291*8,900292*8,900293*8,900294*8,900295*8,900296*8,900297*8,900298*8,900299*8,900300*8,900324*8,900325*8,900326*8,900327*8,900328*8,900329*8,900330*8,900331*8,900332*8,900333*8,900334*8,900335*8,900336*8,900337*8,900338*8,900339*8,900340*8,900341*8,900342*8,900343*8,900344*8,900345*8,900361*6,900362*6,900363*6,900364*6,900365*6,900366*6,900367*6,900368*6,900369*6,900370*6,900371*6,900372*6,900373*6,900374*6,900375*6,900376*6,900377*6,900378*6,900379*6,900380*6,900381*6,900382*6,900383*6,900384*6,900385*6,900386*6,900387*6,900388*6,900389*6,900390*6,900451*5,900452*5,900453*5,900454*5,900455*5,900456*5,900457*5,900458*5,900459*5,900460*5,900461*5,900462*5,900463*5,900464*5,900465*5,900466*5,900467*5,900468*5,900469*5,900470*5,900471*5,900472*5,900473*5,900474*5,900475*5,900476*5,900477*5,900478*5,900479*5,900480*5",
69,"900231*6,900232*6,900233*6,900234*6,900235*6,900236*6,900237*6,900238*6,900239*6,900240*6,900241*6,900242*6,900243*6,900244*6,900245*6,900246*6,900247*6,900248*6,900249*6,900250*6,900251*6,900252*6,900253*6,900254*6,900255*6,900256*6,900257*6,900258*6,900259*6,900260*6,900261*6,900262*6,900263*6,900264*6,900265*6,900266*6,900267*6,900268*6,900269*6,900270*6,900271*6,900272*6,900273*6,900274*6,900275*6,900276*6,900277*6,900278*6,900279*6,900280*6,900291*8,900292*8,900293*8,900294*8,900295*8,900296*8,900297*8,900298*8,900299*8,900300*8,900324*8,900325*8,900326*8,900327*8,900328*8,900329*8,900330*8,900331*8,900332*8,900333*8,900334*8,900335*8,900336*8,900337*8,900338*8,900339*8,900340*8,900341*8,900342*8,900343*8,900344*8,900345*8,900361*6,900362*6,900363*6,900364*6,900365*6,900366*6,900367*6,900368*6,900369*6,900370*6,900371*6,900372*6,900373*6,900374*6,900375*6,900376*6,900377*6,900378*6,900379*6,900380*6,900381*6,900382*6,900383*6,900384*6,900385*6,900386*6,900387*6,900388*6,900389*6,900390*6,900451*5,900452*5,900453*5,900454*5,900455*5,900456*5,900457*5,900458*5,900459*5,900460*5,900461*5,900462*5,900463*5,900464*5,900465*5,900466*5,900467*5,900468*5,900469*5,900470*5,900471*5,900472*5,900473*5,900474*5,900475*5,900476*5,900477*5,900478*5,900479*5,900480*5",
70,"900231*6,900232*6,900233*6,900234*6,900235*6,900236*6,900237*6,900238*6,900239*6,900240*6,900241*6,900242*6,900243*6,900244*6,900245*6,900246*6,900247*6,900248*6,900249*6,900250*6,900251*6,900252*6,900253*6,900254*6,900255*6,900256*6,900257*6,900258*6,900259*6,900260*6,900261*6,900262*6,900263*6,900264*6,900265*6,900266*6,900267*6,900268*6,900269*6,900270*6,900271*6,900272*6,900273*6,900274*6,900275*6,900276*6,900277*6,900278*6,900279*6,900280*6,900291*8,900292*8,900293*8,900294*8,900295*8,900296*8,900297*8,900298*8,900299*8,900300*8,900324*8,900325*8,900326*8,900327*8,900328*8,900329*8,900330*8,900331*8,900332*8,900333*8,900334*8,900335*8,900336*8,900337*8,900338*8,900339*8,900340*8,900341*8,900342*8,900343*8,900344*8,900345*8,900361*6,900362*6,900363*6,900364*6,900365*6,900366*6,900367*6,900368*6,900369*6,900370*6,900371*6,900372*6,900373*6,900374*6,900375*6,900376*6,900377*6,900378*6,900379*6,900380*6,900381*6,900382*6,900383*6,900384*6,900385*6,900386*6,900387*6,900388*6,900389*6,900390*6,900451*5,900452*5,900453*5,900454*5,900455*5,900456*5,900457*5,900458*5,900459*5,900460*5,900461*5,900462*5,900463*5,900464*5,900465*5,900466*5,900467*5,900468*5,900469*5,900470*5,900471*5,900472*5,900473*5,900474*5,900475*5,900476*5,900477*5,900478*5,900479*5,900480*5",
71,"900291*8,900292*8,900293*8,900294*8,900295*8,900296*8,900297*8,900298*8,900299*8,900300*8,900324*8,900325*8,900326*8,900327*8,900328*8,900329*8,900330*8,900331*8,900332*8,900333*8,900334*8,900335*8,900336*8,900337*8,900338*8,900339*8,900340*8,900341*8,900342*8,900343*8,900344*8,900345*8,900301*4,900302*4,900303*4,900304*4,900305*4,900306*4,900307*4,900308*4,900309*4,900310*4,900311*4,900312*4,900313*4,900314*4,900315*4,900316*4,900317*4,900318*4,900319*4,900320*4,900321*4,900322*4,900323*4,900361*4,900362*4,900363*4,900364*4,900365*4,900366*4,900367*4,900368*4,900369*4,900370*4,900371*4,900372*4,900373*4,900374*4,900375*4,900376*4,900377*4,900378*4,900379*4,900380*4,900381*4,900382*4,900383*4,900384*4,900385*4,900386*4,900387*4,900388*4,900389*4,900390*4,900466*8,900467*8,900468*8,900469*8,900470*8,900471*8,900472*8,900473*8,900474*8,900475*8,900476*8,900477*8,900478*8,900479*8,900480*8",
72,"900291*8,900292*8,900293*8,900294*8,900295*8,900296*8,900297*8,900298*8,900299*8,900300*8,900324*8,900325*8,900326*8,900327*8,900328*8,900329*8,900330*8,900331*8,900332*8,900333*8,900334*8,900335*8,900336*8,900337*8,900338*8,900339*8,900340*8,900341*8,900342*8,900343*8,900344*8,900345*8,900301*4,900302*4,900303*4,900304*4,900305*4,900306*4,900307*4,900308*4,900309*4,900310*4,900311*4,900312*4,900313*4,900314*4,900315*4,900316*4,900317*4,900318*4,900319*4,900320*4,900321*4,900322*4,900323*4,900361*4,900362*4,900363*4,900364*4,900365*4,900366*4,900367*4,900368*4,900369*4,900370*4,900371*4,900372*4,900373*4,900374*4,900375*4,900376*4,900377*4,900378*4,900379*4,900380*4,900381*4,900382*4,900383*4,900384*4,900385*4,900386*4,900387*4,900388*4,900389*4,900390*4,900466*8,900467*8,900468*8,900469*8,900470*8,900471*8,900472*8,900473*8,900474*8,900475*8,900476*8,900477*8,900478*8,900479*8,900480*8",
73,"900291*8,900292*8,900293*8,900294*8,900295*8,900296*8,900297*8,900298*8,900299*8,900300*8,900324*8,900325*8,900326*8,900327*8,900328*8,900329*8,900330*8,900331*8,900332*8,900333*8,900334*8,900335*8,900336*8,900337*8,900338*8,900339*8,900340*8,900341*8,900342*8,900343*8,900344*8,900345*8,900301*4,900302*4,900303*4,900304*4,900305*4,900306*4,900307*4,900308*4,900309*4,900310*4,900311*4,900312*4,900313*4,900314*4,900315*4,900316*4,900317*4,900318*4,900319*4,900320*4,900321*4,900322*4,900323*4,900361*4,900362*4,900363*4,900364*4,900365*4,900366*4,900367*4,900368*4,900369*4,900370*4,900371*4,900372*4,900373*4,900374*4,900375*4,900376*4,900377*4,900378*4,900379*4,900380*4,900381*4,900382*4,900383*4,900384*4,900385*4,900386*4,900387*4,900388*4,900389*4,900390*4,900466*8,900467*8,900468*8,900469*8,900470*8,900471*8,900472*8,900473*8,900474*8,900475*8,900476*8,900477*8,900478*8,900479*8,900480*8",
74,"900291*8,900292*8,900293*8,900294*8,900295*8,900296*8,900297*8,900298*8,900299*8,900300*8,900324*8,900325*8,900326*8,900327*8,900328*8,900329*8,900330*8,900331*8,900332*8,900333*8,900334*8,900335*8,900336*8,900337*8,900338*8,900339*8,900340*8,900341*8,900342*8,900343*8,900344*8,900345*8,900301*4,900302*4,900303*4,900304*4,900305*4,900306*4,900307*4,900308*4,900309*4,900310*4,900311*4,900312*4,900313*4,900314*4,900315*4,900316*4,900317*4,900318*4,900319*4,900320*4,900321*4,900322*4,900323*4,900361*4,900362*4,900363*4,900364*4,900365*4,900366*4,900367*4,900368*4,900369*4,900370*4,900371*4,900372*4,900373*4,900374*4,900375*4,900376*4,900377*4,900378*4,900379*4,900380*4,900381*4,900382*4,900383*4,900384*4,900385*4,900386*4,900387*4,900388*4,900389*4,900390*4,900466*8,900467*8,900468*8,900469*8,900470*8,900471*8,900472*8,900473*8,900474*8,900475*8,900476*8,900477*8,900478*8,900479*8,900480*8",
75,"900291*8,900292*8,900293*8,900294*8,900295*8,900296*8,900297*8,900298*8,900299*8,900300*8,900324*8,900325*8,900326*8,900327*8,900328*8,900329*8,900330*8,900331*8,900332*8,900333*8,900334*8,900335*8,900336*8,900337*8,900338*8,900339*8,900340*8,900341*8,900342*8,900343*8,900344*8,900345*8,900301*4,900302*4,900303*4,900304*4,900305*4,900306*4,900307*4,900308*4,900309*4,900310*4,900311*4,900312*4,900313*4,900314*4,900315*4,900316*4,900317*4,900318*4,900319*4,900320*4,900321*4,900322*4,900323*4,900361*4,900362*4,900363*4,900364*4,900365*4,900366*4,900367*4,900368*4,900369*4,900370*4,900371*4,900372*4,900373*4,900374*4,900375*4,900376*4,900377*4,900378*4,900379*4,900380*4,900381*4,900382*4,900383*4,900384*4,900385*4,900386*4,900387*4,900388*4,900389*4,900390*4,900466*8,900467*8,900468*8,900469*8,900470*8,900471*8,900472*8,900473*8,900474*8,900475*8,900476*8,900477*8,900478*8,900479*8,900480*8",
76,"900291*8,900292*8,900293*8,900294*8,900295*8,900296*8,900297*8,900298*8,900299*8,900300*8,900324*8,900325*8,900326*8,900327*8,900328*8,900329*8,900330*8,900331*8,900332*8,900333*8,900334*8,900335*8,900336*8,900337*8,900338*8,900339*8,900340*8,900341*8,900342*8,900343*8,900344*8,900345*8,900301*4,900302*4,900303*4,900304*4,900305*4,900306*4,900307*4,900308*4,900309*4,900310*4,900311*4,900312*4,900313*4,900314*4,900315*4,900316*4,900317*4,900318*4,900319*4,900320*4,900321*4,900322*4,900323*4,900361*4,900362*4,900363*4,900364*4,900365*4,900366*4,900367*4,900368*4,900369*4,900370*4,900371*4,900372*4,900373*4,900374*4,900375*4,900376*4,900377*4,900378*4,900379*4,900380*4,900381*4,900382*4,900383*4,900384*4,900385*4,900386*4,900387*4,900388*4,900389*4,900390*4,900466*8,900467*8,900468*8,900469*8,900470*8,900471*8,900472*8,900473*8,900474*8,900475*8,900476*8,900477*8,900478*8,900479*8,900480*8",
77,"900291*8,900292*8,900293*8,900294*8,900295*8,900296*8,900297*8,900298*8,900299*8,900300*8,900324*8,900325*8,900326*8,900327*8,900328*8,900329*8,900330*8,900331*8,900332*8,900333*8,900334*8,900335*8,900336*8,900337*8,900338*8,900339*8,900340*8,900341*8,900342*8,900343*8,900344*8,900345*8,900301*4,900302*4,900303*4,900304*4,900305*4,900306*4,900307*4,900308*4,900309*4,900310*4,900311*4,900312*4,900313*4,900314*4,900315*4,900316*4,900317*4,900318*4,900319*4,900320*4,900321*4,900322*4,900323*4,900361*4,900362*4,900363*4,900364*4,900365*4,900366*4,900367*4,900368*4,900369*4,900370*4,900371*4,900372*4,900373*4,900374*4,900375*4,900376*4,900377*4,900378*4,900379*4,900380*4,900381*4,900382*4,900383*4,900384*4,900385*4,900386*4,900387*4,900388*4,900389*4,900390*4,900466*8,900467*8,900468*8,900469*8,900470*8,900471*8,900472*8,900473*8,900474*8,900475*8,900476*8,900477*8,900478*8,900479*8,900480*8",
